DataEscrituração;Código;Nome Produto;Número;CFOP;Unid.;Qtd.;Descontos;Valor Total Item;Valor Frete;Mod.;Cód. Forn/Cliente;Nome Forn/Cliente;Valor Unitário;Item Cancelado;Nota Cancelada;Cidade Forn/Cliente;UF Forn/Cliente;Quantidade Base;Total COFINS;Total PIS
11/01/2022;411;FORTALECEDOR UNHAS 10ML;000005311;5151;UN;6,0;0,00;77,4;0,00;55;0001;Cliente : 0001;12,9;Não;Não;Belo Horizonte;MG;0;0,00;0,00
11/01/2022;409;SABONETE FACIAL 200ML;000005311;5151;UN;38,0;0,00;266,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
11/01/2022;418;SABONETE ESFOLIANTE 200ML;000005311;5151;UN;68,0;0,00;476,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
11/01/2022;35199;SHAMPOO ESPECIAL 400ML;000005312;6201;KG;25,0;0,00;2321,4;0,00;55;0002;Cliente : 0002;92,9;Não;Não;Guarulhos;SP;0;0,00;0,00
12/01/2022;418;SABONETE ESFOLIANTE 200ML;000005313;5151;UN;20,0;0,00;140,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;408;CREME ESFOLIANTE 200G;000005313;5151;UN;10,0;0,00;76,0;0,00;55;0001;Cliente : 0001;7,6;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;417;CREME FIXADOR 30 ML;000005313;5151;UN;40,0;0,00;280,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;404;BATOM ROSA CLARO 7G;000005313;5151;UN;66,0;0,00;495,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;405;BATOM ROSA ESCURO 7G;000005313;5151;UN;56,0;0,00;420,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;402;BATOM VERMELHO CLARO 7G;000005313;5151;UN;88,0;0,00;660,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;406;BATOM VERMELHO ESCURO 7G;000005313;5151;UN;22,0;0,00;165,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;403;BATOM MATE 7G;000005313;5151;UN;12,0;0,00;90,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
12/01/2022;403;BATOM MATE 7G;000005313;5151;UN;44,0;0,00;330,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;407;CREME FACIAL 100 ML;000005316;5151;UN;2,0;0,00;15,2;0,00;55;0001;Cliente : 0001;7,6;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;408;CREME ESFOLIANTE 200G;000005316;5151;UN;8,0;0,00;60,8;0,00;55;0001;Cliente : 0001;7,6;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;417;CREME FIXADOR 30 ML;000005316;5151;UN;44,0;0,00;308,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;404;BATOM ROSA CLARO 7G;000005316;5151;UN;46,0;0,00;345,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;405;BATOM ROSA ESCURO 7G;000005316;5151;UN;464,0;0,00;3480,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;402;BATOM VERMELHO CLARO 7G;000005316;5151;UN;212,0;0,00;1590,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;406;BATOM VERMELHO ESCURO 7G;000005316;5151;UN;144,0;0,00;1080,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;403;BATOM MATE 7G;000005316;5151;UN;183,0;0,00;1372,5;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;403;BATOM MATE 7G;000005316;5151;UN;6,0;0,00;45,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;409;SABONETE FACIAL 200ML;000005316;5151;UN;48,0;0,00;336,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
14/01/2022;418;SABONETE ESFOLIANTE 200ML;000005316;5151;UN;88,0;0,00;616,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;418;SABONETE ESFOLIANTE 200ML;000005318;5151;UN;9,0;0,00;63,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;417;CREME FIXADOR 30 ML;000005318;5151;UN;9,0;0,00;63,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;404;BATOM ROSA CLARO 7G;000005318;5151;UN;54,0;0,00;405,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;405;BATOM ROSA ESCURO 7G;000005318;5151;UN;66,0;0,00;495,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;402;BATOM VERMELHO CLARO 7G;000005318;5151;UN;60,0;0,00;450,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;403;BATOM MATE 7G;000005318;5151;UN;48,0;0,00;360,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;403;BATOM MATE 7G;000005318;5151;UN;6,0;0,00;45,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2022;418;SABONETE ESFOLIANTE 200ML;000005320;7949;UN;21,0;0,00;467,0;0,00;55;0003;Cliente : 0003;22,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
17/01/2022;417;CREME FIXADOR 30 ML;000005320;7949;UN;40,0;0,00;889,6;0,00;55;0003;Cliente : 0003;22,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
19/01/2022;418;SABONETE ESFOLIANTE 200ML;000005322;5151;UN;16,0;0,00;112,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;406;BATOM VERMELHO ESCURO 7G;000005322;5151;UN;6,0;0,00;45,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;406;BATOM VERMELHO ESCURO 7G;000005322;5151;UN;40,0;0,00;300,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;403;BATOM MATE 7G;000005322;5151;UN;96,0;0,00;720,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;408;CREME ESFOLIANTE 200G;000005322;5151;UN;12,0;0,00;91,2;0,00;55;0001;Cliente : 0001;7,6;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;417;CREME FIXADOR 30 ML;000005322;5151;UN;62,0;0,00;434,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;404;BATOM ROSA CLARO 7G;000005322;5151;UN;54,0;0,00;405,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;405;BATOM ROSA ESCURO 7G;000005322;5151;UN;182,0;0,00;1365,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
19/01/2022;402;BATOM VERMELHO CLARO 7G;000005322;5151;UN;165,0;0,00;1237,5;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
20/01/2022;413;PORTA BATOM 1UND;000005324;7101;UN;1,0;4,51;50,5;11,04;55;0004;Cliente : 0004;50,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;408;CREME ESFOLIANTE 200G;000005324;7101;UN;1,0;5,65;63,3;13,83;55;0004;Cliente : 0004;63,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;410;LOÇÃO CORPORAL 50G;000005324;7101;UN;1,0;5,65;63,3;13,83;55;0004;Cliente : 0004;63,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;409;SABONETE FACIAL 200ML;000005324;7101;UN;1,0;5,65;63,3;13,83;55;0004;Cliente : 0004;63,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;418;SABONETE ESFOLIANTE 200ML;000005324;7101;UN;1,0;3,75;42,0;9,18;55;0004;Cliente : 0004;42,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;405;BATOM ROSA ESCURO 7G;000005324;7101;UN;1,0;9,26;103,6;22,66;55;0004;Cliente : 0004;103,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;402;BATOM VERMELHO CLARO 7G;000005324;7101;UN;1,0;9,26;103,6;22,66;55;0004;Cliente : 0004;103,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2022;403;BATOM MATE 7G;000005324;7101;UN;1,0;4,08;45,7;10,00;55;0004;Cliente : 0004;45,7;Não;Não;EXTERIOR;EX;0;0,00;0,00
21/01/2022;417;CREME FIXADOR 30 ML;000005328;5151;UN;60,0;0,00;420,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;404;BATOM ROSA CLARO 7G;000005328;5151;UN;102,0;0,00;765,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;405;BATOM ROSA ESCURO 7G;000005328;5151;UN;176,0;0,00;1320,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;402;BATOM VERMELHO CLARO 7G;000005328;5151;UN;176,0;0,00;1320,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;406;BATOM VERMELHO ESCURO 7G;000005328;5151;UN;30,0;0,00;225,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;403;BATOM MATE 7G;000005328;5151;UN;96,0;0,00;720,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;418;SABONETE ESFOLIANTE 200ML;000005328;5151;UN;30,0;0,00;210,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
21/01/2022;413;PORTA BATOM 1UND;000005328;5151;UN;12,0;0,00;118,8;0,00;55;0001;Cliente : 0001;9,9;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;417;CREME FIXADOR 30 ML;000005329;5151;UN;30,0;0,00;210,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;404;BATOM ROSA CLARO 7G;000005329;5151;UN;118,0;0,00;885,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;405;BATOM ROSA ESCURO 7G;000005329;5151;UN;364,0;0,00;2730,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;402;BATOM VERMELHO CLARO 7G;000005329;5151;UN;140,0;0,00;1050,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;406;BATOM VERMELHO ESCURO 7G;000005329;5151;UN;93,0;0,00;697,5;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;403;BATOM MATE 7G;000005329;5151;UN;172,0;0,00;1290,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;403;BATOM MATE 7G;000005329;5151;UN;6,0;0,00;45,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;418;SABONETE ESFOLIANTE 200ML;000005329;5151;UN;20,0;0,00;140,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
24/01/2022;407;CREME FACIAL 100 ML;000005330;7101;UN;60,0;0,00;1324,8;0,00;55;0003;Cliente : 0003;22,1;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;408;CREME ESFOLIANTE 200G;000005330;7101;UN;60,0;0,00;1324,8;0,00;55;0003;Cliente : 0003;22,1;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;409;SABONETE FACIAL 200ML;000005330;7101;UN;60,0;0,00;1324,8;0,00;55;0003;Cliente : 0003;22,1;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;418;SABONETE ESFOLIANTE 200ML;000005330;7101;UN;96,0;0,00;2119,7;0,00;55;0003;Cliente : 0003;22,1;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;404;BATOM ROSA CLARO 7G;000005330;7101;UN;72,0;0,00;3418,0;0,00;55;0003;Cliente : 0003;47,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;405;BATOM ROSA ESCURO 7G;000005330;7101;UN;96,0;0,00;4557,3;0,00;55;0003;Cliente : 0003;47,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;402;BATOM VERMELHO CLARO 7G;000005330;7101;UN;96,0;0,00;4557,3;0,00;55;0003;Cliente : 0003;47,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;406;BATOM VERMELHO ESCURO 7G;000005330;7101;UN;72,0;0,00;3418,0;0,00;55;0003;Cliente : 0003;47,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;403;BATOM MATE 7G;000005330;7101;UN;60,0;0,00;2848,3;0,00;55;0003;Cliente : 0003;47,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
24/01/2022;402;BATOM VERMELHO CLARO 7G;000005331;6109;UN;660,0;630,16;4950,0;91,27;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
24/01/2022;405;BATOM ROSA ESCURO 7G;000005331;6109;UN;780,0;744,73;5850,0;107,87;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
24/01/2022;404;BATOM ROSA CLARO 7G;000005331;6109;UN;60,0;57,28;450,0;8,30;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
25/01/2022;408;CREME ESFOLIANTE 200G;000005332;7101;UN;1,0;4,18;63,1;11,82;55;0006;Cliente : 0006;63,1;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;417;CREME FIXADOR 30 ML;000005332;7101;UN;1,0;2,78;41,9;7,85;55;0006;Cliente : 0006;41,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;404;BATOM ROSA CLARO 7G;000005332;7101;UN;1,0;6,84;103,4;19,39;55;0006;Cliente : 0006;103,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;405;BATOM ROSA ESCURO 7G;000005332;7101;UN;1,0;6,86;103,4;19,39;55;0006;Cliente : 0006;103,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;402;BATOM VERMELHO CLARO 7G;000005332;7101;UN;1,0;6,86;103,4;19,39;55;0006;Cliente : 0006;103,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;406;BATOM VERMELHO ESCURO 7G;000005332;7101;UN;1,0;6,86;103,4;19,39;55;0006;Cliente : 0006;103,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;403;BATOM MATE 7G;000005332;7101;UN;1,0;6,86;103,4;19,39;55;0006;Cliente : 0006;103,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;408;CREME ESFOLIANTE 200G;000005333;7101;UN;1,0;3,52;62,0;9,93;55;0007;Cliente : 0007;62,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;409;SABONETE FACIAL 200ML;000005333;7101;UN;1,0;3,52;62,0;9,95;55;0007;Cliente : 0007;62,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;418;SABONETE ESFOLIANTE 200ML;000005333;7101;UN;2,0;4,67;82,3;13,21;55;0007;Cliente : 0007;41,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;404;BATOM ROSA CLARO 7G;000005333;7101;UN;1,0;5,78;101,6;16,30;55;0007;Cliente : 0007;101,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;405;BATOM ROSA ESCURO 7G;000005333;7101;UN;1,0;5,76;101,6;16,30;55;0007;Cliente : 0007;101,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;402;BATOM VERMELHO CLARO 7G;000005333;7101;UN;1,0;5,76;101,6;16,30;55;0007;Cliente : 0007;101,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;406;BATOM VERMELHO ESCURO 7G;000005333;7101;UN;1,0;5,76;101,6;16,30;55;0007;Cliente : 0007;101,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;403;BATOM MATE 7G;000005333;7101;UN;1,0;5,76;101,6;16,30;55;0007;Cliente : 0007;101,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;418;SABONETE ESFOLIANTE 200ML;000005334;7101;UN;1,0;0,00;41,0;10,49;55;0008;Cliente : 0008;41,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;404;BATOM ROSA CLARO 7G;000005334;7101;UN;1,0;0,00;101,2;25,92;55;0008;Cliente : 0008;101,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;405;BATOM ROSA ESCURO 7G;000005334;7101;UN;1,0;0,00;101,2;25,92;55;0008;Cliente : 0008;101,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;402;BATOM VERMELHO CLARO 7G;000005334;7101;UN;2,0;0,00;202,4;51,83;55;0008;Cliente : 0008;101,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;409;SABONETE FACIAL 200ML;000005335;7101;UN;1,0;0,00;61,8;9,39;55;0009;Cliente : 0009;61,8;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;417;CREME FIXADOR 30 ML;000005335;7101;UN;1,0;0,00;41,0;6,23;55;0009;Cliente : 0009;41,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;418;SABONETE ESFOLIANTE 200ML;000005335;7101;UN;1,0;0,00;41,0;6,23;55;0009;Cliente : 0009;41,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;405;BATOM ROSA ESCURO 7G;000005335;7101;UN;3,0;0,00;303,6;46,15;55;0009;Cliente : 0009;101,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;402;BATOM VERMELHO CLARO 7G;000005335;7101;UN;3,0;0,00;303,6;46,15;55;0009;Cliente : 0009;101,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
25/01/2022;406;BATOM VERMELHO ESCURO 7G;000005336;6401;UN;1400,0;0,00;10500,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;965,33;206,19
25/01/2022;402;BATOM VERMELHO CLARO 7G;000005336;6401;UN;2520,0;0,00;18900,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;1.737,60;371,14
25/01/2022;405;BATOM ROSA ESCURO 7G;000005336;6401;UN;2800,0;0,00;21000,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;1.930,67;412,38
25/01/2022;404;BATOM ROSA CLARO 7G;000005336;6401;UN;1400,0;0,00;10500,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;965,33;206,19
25/01/2022;403;BATOM MATE 7G;000005336;6401;UN;1960,0;0,00;14700,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;1.351,47;288,66
26/01/2022;418;SABONETE ESFOLIANTE 200ML;000005337;5151;UN;12,0;0,00;84,0;0,00;55;0001;Cliente : 0001;7,0;Não;Não;Belo Horizonte;MG;0;0,00;0,00
26/01/2022;404;BATOM ROSA CLARO 7G;000005337;5151;UN;12,0;0,00;90,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
26/01/2022;405;BATOM ROSA ESCURO 7G;000005337;5151;UN;36,0;0,00;270,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
26/01/2022;403;BATOM MATE 7G;000005337;5151;UN;36,0;0,00;270,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
26/01/2022;410;LOÇÃO CORPORAL 50G;000005338;5927;UN;3067,0;0,00;5858,0;0,00;55;0001;Cliente : 0001;1,9;Não;Não;Belo Horizonte;MG;0;0,00;0,00
27/01/2022;411;FORTALECEDOR UNHAS 10ML;000005340;7101;UN;3,0;8,99;151,4;7,50;55;0011;Cliente : 0011;50,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
27/01/2022;413;PORTA BATOM 1UND;000005340;7101;UN;3,0;8,99;151,4;7,48;55;0011;Cliente : 0011;50,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
27/01/2022;408;CREME ESFOLIANTE 200G;000005340;7101;UN;3,0;11,26;189,6;9,39;55;0011;Cliente : 0011;63,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
27/01/2022;410;LOÇÃO CORPORAL 50G;000005340;7101;UN;6,0;22,51;379,2;18,78;55;0011;Cliente : 0011;63,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
27/01/2022;409;SABONETE FACIAL 200ML;000005340;7101;UN;3,0;11,26;189,6;9,39;55;0011;Cliente : 0011;63,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
