DataEscrituração;Código;Nome Produto;Número;CFOP;Unid.;Qtd.;Descontos;Valor Total Item;Valor Frete;Mod.;Cód. Forn/Cliente;Nome Forn/Cliente;Valor Unitário;Item Cancelado;Nota Cancelada;Cidade Forn/Cliente;UF Forn/Cliente;Quantidade Base;Total COFINS;Total PIS
12/01/2023;406;BATOM VERMELHO ESCURO 7G;000005804;5401;UN;280,0;0,00;2100,0;0,00;55;0028;Cliente : 0028;7,5;Não;Não;IGARAPE;MG;0;162,23;34,65
12/01/2023;402;BATOM VERMELHO CLARO 7G;000005804;5401;UN;560,0;0,00;4200,0;0,00;55;0028;Cliente : 0028;7,5;Não;Não;IGARAPE;MG;0;324,45;69,30
12/01/2023;405;BATOM ROSA ESCURO 7G;000005804;5401;UN;840,0;0,00;6300,0;0,00;55;0028;Cliente : 0028;7,5;Não;Não;IGARAPE;MG;0;486,68;103,95
12/01/2023;417;CREME FIXADOR 30 ML;000005804;5401;UN;144,0;0,00;1008,0;0,00;55;0028;Cliente : 0028;7,0;Não;Não;IGARAPE;MG;0;77,87;16,63
12/01/2023;408;CREME ESFOLIANTE 200G;000005804;5401;UN;144,0;0,00;1094,4;0,00;55;0028;Cliente : 0028;7,6;Não;Não;IGARAPE;MG;0;84,54;18,06
12/01/2023;418;SABONETE ESFOLIANTE 200ML;000005804;5401;UN;144,0;0,00;1008,0;0,00;55;0028;Cliente : 0028;7,0;Não;Não;IGARAPE;MG;0;87,23;18,63
13/01/2023;406;BATOM VERMELHO ESCURO 7G;000005805;6401;UN;1400,0;0,00;10500,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;965,33;206,19
13/01/2023;402;BATOM VERMELHO CLARO 7G;000005805;6401;UN;1400,0;0,00;10500,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;965,33;206,19
13/01/2023;405;BATOM ROSA ESCURO 7G;000005805;6401;UN;1400,0;0,00;10500,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;965,33;206,19
13/01/2023;404;BATOM ROSA CLARO 7G;000005805;6401;UN;1400,0;0,00;10500,0;0,00;55;0010;Cliente : 0010;7,5;Não;Não;Campinas;SP;0;965,33;206,19
13/01/2023;407;CREME FACIAL 100 ML;000005805;6401;UN;98,0;0,00;744,8;0,00;55;0010;Cliente : 0010;7,6;Não;Não;Campinas;SP;0;68,47;14,63
16/01/2023;417;CREME FIXADOR 30 ML;000005806;7101;UN;3,0;0,00;116,1;40,74;55;0136;Cliente : 0136;38,7;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;405;BATOM ROSA ESCURO 7G;000005806;7101;UN;1,0;0,00;95,6;33,53;55;0136;Cliente : 0136;95,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;402;BATOM VERMELHO CLARO 7G;000005806;7101;UN;1,0;0,00;95,6;33,53;55;0136;Cliente : 0136;95,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;417;CREME FIXADOR 30 ML;000005807;7101;UN;1,0;0,00;38,6;9,06;55;0137;Cliente : 0137;38,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;418;SABONETE ESFOLIANTE 200ML;000005807;7101;UN;1,0;0,00;38,6;9,06;55;0137;Cliente : 0137;38,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;405;BATOM ROSA ESCURO 7G;000005807;7101;UN;1,0;0,00;95,4;22,36;55;0137;Cliente : 0137;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;402;BATOM VERMELHO CLARO 7G;000005807;7101;UN;1,0;0,00;95,4;22,36;55;0137;Cliente : 0137;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;403;BATOM MATE 7G;000005807;7101;UN;2,0;0,00;190,7;44,72;55;0137;Cliente : 0137;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;417;CREME FIXADOR 30 ML;000005808;7101;UN;1,0;0,00;38,6;18,11;55;0021;Cliente : 0021;38,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;405;BATOM ROSA ESCURO 7G;000005808;7101;UN;1,0;0,00;95,4;44,73;55;0021;Cliente : 0021;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
16/01/2023;402;BATOM VERMELHO CLARO 7G;000005808;7101;UN;1,0;0,00;95,4;44,73;55;0021;Cliente : 0021;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
17/01/2023;405;BATOM ROSA ESCURO 7G;000005809;5151;UN;2000,0;0,00;15000,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
17/01/2023;402;BATOM VERMELHO CLARO 7G;000005809;5151;UN;1500,0;0,00;11250,0;0,00;55;0001;Cliente : 0001;7,5;Não;Não;Belo Horizonte;MG;0;0,00;0,00
20/01/2023;35286;SHAMPOO REPARADOR C - 300ML;000005810;5401;UN;20,0;0,00;188,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;14,52;3,10
20/01/2023;35554;SHAMPOO REPARADOR B - 300ML;000005810;5401;UN;25,0;0,00;235,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;18,15;3,88
20/01/2023;35553;SHAMPOO FORTALECEDOR C - 400ML;000005810;5401;UN;15,0;0,00;141,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;10,89;2,33
20/01/2023;35285;SHAMPOO FORTALECEDOR B - 400ML;000005810;5401;UN;25,0;0,00;235,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;18,15;3,88
20/01/2023;35552;SHAMPOO FORTALECEDOR A - 400ML;000005810;5401;UN;20,0;0,00;188,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;14,52;3,10
20/01/2023;35284;SHAMPOO REPARADOR A - 300ML;000005810;5401;UN;40,0;0,00;376,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;29,05;6,20
20/01/2023;35266;CREME PARA CABELO A - 250ML;000005810;5401;UN;30,0;0,00;282,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;21,78;4,65
20/01/2023;35659;KIT INFANTIL;000005810;5401;UN;36,0;0,00;293,8;0,00;55;0060;Cliente : 0060;8,2;Não;Não;Belo Horizonte;MG;0;22,69;4,85
20/01/2023;403;BATOM MATE 7G;000005810;5401;UN;533,0;0,00;3997,5;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;308,81;65,96
20/01/2023;403;BATOM MATE 7G;000005810;5401;UN;867,0;0,00;6502,5;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;502,32;107,29
20/01/2023;406;BATOM VERMELHO ESCURO 7G;000005810;5401;UN;568,0;0,00;4260,0;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;329,09;70,29
20/01/2023;406;BATOM VERMELHO ESCURO 7G;000005810;5401;UN;272,0;0,00;2040,0;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;157,59;33,66
20/01/2023;402;BATOM VERMELHO CLARO 7G;000005810;5401;UN;1400,0;0,00;10500,0;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;811,13;173,25
20/01/2023;405;BATOM ROSA ESCURO 7G;000005810;5401;UN;1400,0;0,00;10500,0;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;811,13;173,25
20/01/2023;404;BATOM ROSA CLARO 7G;000005810;5401;UN;560,0;0,00;4200,0;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;324,45;69,30
20/01/2023;417;CREME FIXADOR 30 ML;000005810;5401;UN;280,0;0,00;1960,0;0,00;55;0060;Cliente : 0060;7,0;Não;Não;Belo Horizonte;MG;0;151,41;32,34
20/01/2023;411;FORTALECEDOR UNHAS 10ML;000005810;5401;UN;900,0;0,00;8910,0;0,00;55;0060;Cliente : 0060;9,9;Não;Não;Belo Horizonte;MG;0;688,30;147,02
20/01/2023;410;LOÇÃO CORPORAL 50G;000005810;5401;UN;378,0;0,00;2835,0;0,00;55;0060;Cliente : 0060;7,5;Não;Não;Belo Horizonte;MG;0;219,00;46,78
20/01/2023;408;CREME ESFOLIANTE 200G;000005810;5401;UN;490,0;0,00;3724,0;0,00;55;0060;Cliente : 0060;7,6;Não;Não;Belo Horizonte;MG;0;287,68;61,45
20/01/2023;407;CREME FACIAL 100 ML;000005810;5401;UN;147,0;0,00;1117,2;0,00;55;0060;Cliente : 0060;7,6;Não;Não;Belo Horizonte;MG;0;86,30;18,43
20/01/2023;407;CREME FACIAL 100 ML;000005810;5401;UN;49,0;0,00;372,4;0,00;55;0060;Cliente : 0060;7,6;Não;Não;Belo Horizonte;MG;0;28,77;6,14
20/01/2023;35235;SHAMPOO FORTALECEDOR D - 400ML;000005810;5401;UN;25,0;0,00;235,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;18,15;3,88
20/01/2023;35256;CREME PARA CABELO ESPECIAL;000005810;5401;UN;10,0;0,00;99,0;0,00;55;0060;Cliente : 0060;9,9;Não;Não;Belo Horizonte;MG;0;2,44;0,53
20/01/2023;418;SABONETE ESFOLIANTE 200ML;000005810;5401;UN;560,0;0,00;3920,0;0,00;55;0060;Cliente : 0060;7,0;Não;Não;Belo Horizonte;MG;0;339,22;72,45
20/01/2023;409;SABONETE FACIAL 200ML;000005810;5401;UN;196,0;0,00;1372,0;0,00;55;0060;Cliente : 0060;7,0;Não;Não;Belo Horizonte;MG;0;118,73;25,36
20/01/2023;35310;SHAMPOO BASICO C - 400ML;000005810;5401;UN;35,0;0,00;329,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;25,42;5,43
20/01/2023;35312;SHAMPOO BASICO B - 400ML;000005810;5401;UN;20,0;0,00;188,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;14,52;3,10
20/01/2023;35708;SHAMPOO REPARADOR D - 300ML;000005810;5401;UN;30,0;0,00;282,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;21,78;4,65
20/01/2023;35551;SHAMPOO BASICO E - 400ML;000005810;5401;UN;15,0;0,00;141,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;10,89;2,33
20/01/2023;35311;SHAMPOO BASICO D - 400ML;000005810;5401;UN;25,0;0,00;235,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;18,15;3,88
20/01/2023;35550;SHAMPOO BASICO A - 400ML;000005810;5401;UN;20,0;0,00;188,0;0,00;55;0060;Cliente : 0060;9,4;Não;Não;Belo Horizonte;MG;0;14,52;3,10
20/01/2023;418;SABONETE ESFOLIANTE 200ML;000005811;7101;UN;3,0;0,00;118,7;13,11;55;0088;Cliente : 0088;39,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;404;BATOM ROSA CLARO 7G;000005811;7101;UN;6,0;0,00;586,2;64,71;55;0088;Cliente : 0088;97,7;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;402;BATOM VERMELHO CLARO 7G;000005811;7101;UN;3,0;0,00;293,1;32,35;55;0088;Cliente : 0088;97,7;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;35256;CREME PARA CABELO ESPECIAL;000005812;7101;UN;1,0;2,45;46,5;5,99;55;0138;Cliente : 0138;46,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;407;CREME FACIAL 100 ML;000005812;7101;UN;1,0;3,07;58,2;7,51;55;0138;Cliente : 0138;58,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;408;CREME ESFOLIANTE 200G;000005812;7101;UN;1,0;3,07;58,2;7,51;55;0138;Cliente : 0138;58,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;410;LOÇÃO CORPORAL 50G;000005812;7101;UN;1,0;3,07;58,2;7,51;55;0138;Cliente : 0138;58,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;409;SABONETE FACIAL 200ML;000005812;7101;UN;1,0;3,07;58,2;7,51;55;0138;Cliente : 0138;58,2;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;417;CREME FIXADOR 30 ML;000005812;7101;UN;1,0;2,04;38,6;4,99;55;0138;Cliente : 0138;38,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;418;SABONETE ESFOLIANTE 200ML;000005812;7101;UN;1,0;2,04;38,6;4,99;55;0138;Cliente : 0138;38,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;404;BATOM ROSA CLARO 7G;000005812;7101;UN;1,0;5,04;95,4;12,31;55;0138;Cliente : 0138;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;405;BATOM ROSA ESCURO 7G;000005812;7101;UN;1,0;5,04;95,4;12,31;55;0138;Cliente : 0138;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;402;BATOM VERMELHO CLARO 7G;000005812;7101;UN;1,0;5,04;95,4;12,31;55;0138;Cliente : 0138;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;406;BATOM VERMELHO ESCURO 7G;000005812;7101;UN;1,0;5,04;95,4;12,31;55;0138;Cliente : 0138;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;403;BATOM MATE 7G;000005812;7101;UN;1,0;5,04;95,4;12,31;55;0138;Cliente : 0138;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;418;SABONETE ESFOLIANTE 200ML;000005813;7101;UN;12,0;0,00;463,6;32,75;55;0101;Cliente : 0101;38,6;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;405;BATOM ROSA ESCURO 7G;000005813;7101;UN;2,0;0,00;190,7;13,48;55;0101;Cliente : 0101;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
20/01/2023;402;BATOM VERMELHO CLARO 7G;000005813;7101;UN;12,0;0,00;1144,3;80,85;55;0101;Cliente : 0101;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;409;SABONETE FACIAL 200ML;000005815;5401;UN;75,0;0,00;525,0;0,00;55;0128;Cliente : 0128;7,0;Não;Não;Belo Horizonte;MG;0;45,43;9,70
23/01/2023;403;BATOM MATE 7G;000005815;5401;UN;60,0;0,00;450,0;0,00;55;0128;Cliente : 0128;7,5;Não;Não;Belo Horizonte;MG;0;34,76;7,43
23/01/2023;406;BATOM VERMELHO ESCURO 7G;000005815;5401;UN;70,0;0,00;525,0;0,00;55;0128;Cliente : 0128;7,5;Não;Não;Belo Horizonte;MG;0;40,56;8,66
23/01/2023;402;BATOM VERMELHO CLARO 7G;000005815;5401;UN;120,0;0,00;900,0;0,00;55;0128;Cliente : 0128;7,5;Não;Não;Belo Horizonte;MG;0;69,53;14,85
23/01/2023;405;BATOM ROSA ESCURO 7G;000005815;5401;UN;280,0;0,00;2100,0;0,00;55;0128;Cliente : 0128;7,5;Não;Não;Belo Horizonte;MG;0;162,23;34,65
23/01/2023;404;BATOM ROSA CLARO 7G;000005815;5401;UN;50,0;0,00;375,0;0,00;55;0128;Cliente : 0128;7,5;Não;Não;Belo Horizonte;MG;0;28,97;6,19
23/01/2023;410;LOÇÃO CORPORAL 50G;000005815;5401;UN;30,0;0,00;225,0;0,00;55;0128;Cliente : 0128;7,5;Não;Não;Belo Horizonte;MG;0;17,38;3,71
23/01/2023;408;CREME ESFOLIANTE 200G;000005815;5401;UN;50,0;0,00;380,0;0,00;55;0128;Cliente : 0128;7,6;Não;Não;Belo Horizonte;MG;0;29,36;6,27
23/01/2023;407;CREME FACIAL 100 ML;000005815;5401;UN;30,0;0,00;228,0;0,00;55;0128;Cliente : 0128;7,6;Não;Não;Belo Horizonte;MG;0;17,61;3,76
23/01/2023;417;CREME FIXADOR 30 ML;000005816;7101;UN;6,0;0,00;126,0;5,44;55;0139;Cliente : 0139;21,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;418;SABONETE ESFOLIANTE 200ML;000005816;7101;UN;6,0;0,00;126,0;5,44;55;0139;Cliente : 0139;21,0;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;404;BATOM ROSA CLARO 7G;000005816;7101;UN;20,0;0,00;1050,0;45,34;55;0139;Cliente : 0139;52,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;405;BATOM ROSA ESCURO 7G;000005816;7101;UN;20,0;0,00;1050,0;45,34;55;0139;Cliente : 0139;52,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;402;BATOM VERMELHO CLARO 7G;000005816;7101;UN;14,0;0,00;735,0;31,74;55;0139;Cliente : 0139;52,5;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;406;BATOM VERMELHO ESCURO 7G;000005817;7949;UN;1,0;0,00;95,4;0,00;55;0021;Cliente : 0021;95,4;Não;Não;EXTERIOR;EX;0;0,00;0,00
23/01/2023;35256;CREME PARA CABELO ESPECIAL;000005818;6101;UN;5,0;0,00;49,5;0,00;55;0042;Cliente : 0042;9,9;Não;Não;Fortaleza;CE;0;1,38;0,30
23/01/2023;413;PORTA BATOM 1UND;000005818;6101;UN;5,0;0,00;64,5;0,00;55;0042;Cliente : 0042;12,9;Não;Não;Fortaleza;CE;0;1,80;0,39
23/01/2023;403;BATOM MATE 7G;000005818;6101;UN;560,0;0,00;4200,0;0,00;55;0042;Cliente : 0042;7,5;Não;Não;Fortaleza;CE;0;405,32;86,57
23/01/2023;406;BATOM VERMELHO ESCURO 7G;000005818;6101;UN;280,0;0,00;2100,0;0,00;55;0042;Cliente : 0042;7,5;Não;Não;Fortaleza;CE;0;202,66;43,29
23/01/2023;402;BATOM VERMELHO CLARO 7G;000005818;6101;UN;600,0;0,00;4500,0;0,00;55;0042;Cliente : 0042;7,5;Não;Não;Fortaleza;CE;0;434,27;92,76
23/01/2023;405;BATOM ROSA ESCURO 7G;000005818;6101;UN;420,0;0,00;3150,0;0,00;55;0042;Cliente : 0042;7,5;Não;Não;Fortaleza;CE;0;303,99;64,93
23/01/2023;404;BATOM ROSA CLARO 7G;000005818;6101;UN;180,0;0,00;1350,0;0,00;55;0042;Cliente : 0042;7,5;Não;Não;Fortaleza;CE;0;130,28;27,83
24/01/2023;403;BATOM MATE 7G;000005819;6101;UN;22,0;0,00;165,0;0,00;55;0121;Cliente : 0121;7,5;Não;Não;Caruaru;PE;0;15,92;3,40
24/01/2023;406;BATOM VERMELHO ESCURO 7G;000005819;6101;UN;2,0;0,00;15,0;0,00;55;0121;Cliente : 0121;7,5;Não;Não;Caruaru;PE;0;1,45;0,31
24/01/2023;402;BATOM VERMELHO CLARO 7G;000005819;6101;UN;16,0;0,00;120,0;0,00;55;0121;Cliente : 0121;7,5;Não;Não;Caruaru;PE;0;11,58;2,47
24/01/2023;405;BATOM ROSA ESCURO 7G;000005819;6101;UN;36,0;0,00;270,0;0,00;55;0121;Cliente : 0121;7,5;Não;Não;Caruaru;PE;0;26,06;5,57
24/01/2023;404;BATOM ROSA CLARO 7G;000005819;6101;UN;16,0;0,00;120,0;0,00;55;0121;Cliente : 0121;7,5;Não;Não;Caruaru;PE;0;11,58;2,47
25/01/2023;403;BATOM MATE 7G;000005820;6109;UN;560,0;491,89;4200,0;0,00;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
25/01/2023;402;BATOM VERMELHO CLARO 7G;000005820;6109;UN;560,0;491,89;4200,0;0,00;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
25/01/2023;405;BATOM ROSA ESCURO 7G;000005820;6109;UN;1440,0;1.264,85;10800,0;0,00;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
25/01/2023;404;BATOM ROSA CLARO 7G;000005820;6109;UN;120,0;105,40;900,0;0,00;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
25/01/2023;417;CREME FIXADOR 30 ML;000005820;6109;UN;72,0;59,03;504,0;0,00;55;0005;Cliente : 0005;7,0;Não;Não;MANAUS;AM;0;0,00;0,00
25/01/2023;406;BATOM VERMELHO ESCURO 7G;000005821;6910;UN;48,0;0,00;360,0;0,00;55;0005;Cliente : 0005;7,5;Não;Não;MANAUS;AM;0;0,00;0,00
26/01/2023;407;CREME FACIAL 100 ML;000005822;7101;UN;7,0;0,00;209,2;9,64;55;0076;Cliente : 0076;29,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;408;CREME ESFOLIANTE 200G;000005822;7101;UN;10,0;0,00;298,8;13,78;55;0076;Cliente : 0076;29,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;410;LOÇÃO CORPORAL 50G;000005822;7101;UN;5,0;0,00;149,4;6,89;55;0076;Cliente : 0076;29,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;409;SABONETE FACIAL 200ML;000005822;7101;UN;7,0;0,00;209,2;9,64;55;0076;Cliente : 0076;29,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;417;CREME FIXADOR 30 ML;000005822;7101;UN;5,0;0,00;104,6;4,82;55;0076;Cliente : 0076;20,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;418;SABONETE ESFOLIANTE 200ML;000005822;7101;UN;7,0;0,00;146,4;6,75;55;0076;Cliente : 0076;20,9;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;404;BATOM ROSA CLARO 7G;000005822;7101;UN;10,0;0,00;522,9;24,12;55;0076;Cliente : 0076;52,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;405;BATOM ROSA ESCURO 7G;000005822;7101;UN;10,0;0,00;522,9;24,11;55;0076;Cliente : 0076;52,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;402;BATOM VERMELHO CLARO 7G;000005822;7101;UN;7,0;0,00;366,0;16,88;55;0076;Cliente : 0076;52,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
26/01/2023;406;BATOM VERMELHO ESCURO 7G;000005822;7101;UN;7,0;0,00;366,0;16,88;55;0076;Cliente : 0076;52,3;Não;Não;EXTERIOR;EX;0;0,00;0,00
